WARN  2022-09-06 22:46:03,449 [main][Main.java:16] : TEST
DEBUG 2022-09-08 19:35:27,826 [main][SessionFactoryRegistry.java:81] : Not binding SessionFactory to JNDI, no JNDI name configured
DEBUG 2022-09-08 19:35:27,851 [main][StatisticsInitiator.java:82] : Statistics initialized [enabled=false]
DEBUG 2022-09-08 19:35:27,855 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:27,861 [main][ActionQueue.java:272] : Executing identity-insert immediately
DEBUG 2022-09-08 19:35:27,862 [main][SqlStatementLogger.java:92] : insert into Author (name, salary) values (?, ?)
DEBUG 2022-09-08 19:35:27,869 [main][IdentifierGeneratorHelper.java:78] : Natively generated identity: 1
DEBUG 2022-09-08 19:35:27,869 [main][ResourceRegistryStandardImpl.java:104] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,870 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:27,871 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:27,871 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:27,872 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:27,872 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
DEBUG 2022-09-08 19:35:27,872 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:27,872 [main][EntityPrinter.java:109] : org.example.models.Author{books=null, name=David Baldacci, id=1, salary=2793}
DEBUG 2022-09-08 19:35:27,873 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,874 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,888 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:27,889 [main][ActionQueue.java:272] : Executing identity-insert immediately
DEBUG 2022-09-08 19:35:27,889 [main][SqlStatementLogger.java:92] : insert into Author (name, salary) values (?, ?)
DEBUG 2022-09-08 19:35:27,890 [main][IdentifierGeneratorHelper.java:78] : Natively generated identity: 2
DEBUG 2022-09-08 19:35:27,890 [main][ResourceRegistryStandardImpl.java:104] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,890 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:27,890 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:27,890 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:27,890 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:27,891 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
DEBUG 2022-09-08 19:35:27,891 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:27,891 [main][EntityPrinter.java:109] : org.example.models.Author{books=null, name=Colleen Hoover, id=2, salary=4237}
DEBUG 2022-09-08 19:35:27,891 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,892 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,892 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:27,893 [main][ActionQueue.java:272] : Executing identity-insert immediately
DEBUG 2022-09-08 19:35:27,893 [main][SqlStatementLogger.java:92] : insert into Author (name, salary) values (?, ?)
DEBUG 2022-09-08 19:35:27,894 [main][IdentifierGeneratorHelper.java:78] : Natively generated identity: 3
DEBUG 2022-09-08 19:35:27,894 [main][ResourceRegistryStandardImpl.java:104] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,894 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:27,894 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:27,894 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:27,894 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:27,894 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
DEBUG 2022-09-08 19:35:27,895 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:27,895 [main][EntityPrinter.java:109] : org.example.models.Author{books=null, name=Stuart Woods, id=3, salary=2441}
DEBUG 2022-09-08 19:35:27,895 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,896 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,896 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:27,897 [main][ActionQueue.java:272] : Executing identity-insert immediately
DEBUG 2022-09-08 19:35:27,897 [main][SqlStatementLogger.java:92] : insert into Author (name, salary) values (?, ?)
DEBUG 2022-09-08 19:35:27,897 [main][IdentifierGeneratorHelper.java:78] : Natively generated identity: 4
DEBUG 2022-09-08 19:35:27,898 [main][ResourceRegistryStandardImpl.java:104] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,898 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:27,898 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:27,898 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:27,898 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:27,898 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
DEBUG 2022-09-08 19:35:27,898 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:27,898 [main][EntityPrinter.java:109] : org.example.models.Author{books=null, name=Nora Roberts, id=4, salary=3099}
DEBUG 2022-09-08 19:35:27,900 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,900 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,901 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:27,901 [main][ActionQueue.java:272] : Executing identity-insert immediately
DEBUG 2022-09-08 19:35:27,901 [main][SqlStatementLogger.java:92] : insert into Author (name, salary) values (?, ?)
DEBUG 2022-09-08 19:35:27,902 [main][IdentifierGeneratorHelper.java:78] : Natively generated identity: 5
DEBUG 2022-09-08 19:35:27,902 [main][ResourceRegistryStandardImpl.java:104] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,902 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:27,902 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:27,902 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:27,903 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:27,903 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
DEBUG 2022-09-08 19:35:27,903 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:27,903 [main][EntityPrinter.java:109] : org.example.models.Author{books=null, name=Michael Connelly, id=5, salary=431}
DEBUG 2022-09-08 19:35:27,903 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,903 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,909 [main][CriteriaQueryImpl.java:307] : Rendered criteria query -> select generatedAlias0 from Author as generatedAlias0
DEBUG 2022-09-08 19:35:27,916 [main][QueryTranslatorFactoryInitiator.java:45] : QueryTranslatorFactory : org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@11949216
INFO  2022-09-08 19:35:27,916 [main][QueryTranslatorFactoryInitiator.java:47] : HHH000397: Using ASTQueryTranslatorFactory
DEBUG 2022-09-08 19:35:27,930 [main][QueryTranslatorImpl.java:278] : parse() - HQL: select generatedAlias0 from org.example.models.Author as generatedAlias0
DEBUG 2022-09-08 19:35:27,932 [main][QueryTranslatorImpl.java:296] : --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[DOT] Node: '.'
       |     |  |  |  +-[IDENT] Node: 'org'
       |     |  |  |  \-[IDENT] Node: 'example'
       |     |  |  \-[IDENT] Node: 'models'
       |     |  \-[IDENT] Node: 'Author'
       |     \-[ALIAS] Node: 'generatedAlias0'
       \-[SELECT] Node: 'select'
          \-[IDENT] Node: 'generatedAlias0'

DEBUG 2022-09-08 19:35:27,932 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,940 [main][HqlSqlBaseWalker.java:124] : select << begin [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,944 [main][FromElement.java:148] : FromClause{level=1} : org.example.models.Author (generatedAlias0) -> author0_
DEBUG 2022-09-08 19:35:27,945 [main][FromReferenceNode.java:60] : Resolved : generatedAlias0 -> author0_.id
DEBUG 2022-09-08 19:35:27,945 [main][HqlSqlBaseWalker.java:128] : select : finishing up [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,945 [main][HqlSqlWalker.java:725] : processQuery() :  ( SELECT ( {select clause} author0_.id ) ( FromClause{level=1} Author author0_ ) )
DEBUG 2022-09-08 19:35:27,948 [main][JoinProcessor.java:169] : Using FROM fragment [Author author0_]
DEBUG 2022-09-08 19:35:27,949 [main][HqlSqlBaseWalker.java:132] : select >> end [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,949 [main][QueryTranslatorImpl.java:265] : --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (Author)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'author0_.id as id1_0_' {alias=generatedAlias0, className=org.example.models.Author, tableAlias=author0_}
    |  \-[SQL_TOKEN] SqlFragment: 'author0_.name as name2_0_, author0_.salary as salary3_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[author0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'Author author0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=Author,tableAlias=author0_,origin=null,columns={,className=org.example.models.Author}}

DEBUG 2022-09-08 19:35:27,949 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,951 [main][QueryTranslatorImpl.java:247] : HQL: select generatedAlias0 from org.example.models.Author as generatedAlias0
DEBUG 2022-09-08 19:35:27,952 [main][QueryTranslatorImpl.java:248] : SQL: select author0_.id as id1_0_, author0_.name as name2_0_, author0_.salary as salary3_0_ from Author author0_
DEBUG 2022-09-08 19:35:27,952 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,957 [main][SqlStatementLogger.java:92] : select author0_.id as id1_0_, author0_.name as name2_0_, author0_.salary as salary3_0_ from Author author0_
DEBUG 2022-09-08 19:35:27,959 [main][DelegatingBasicLogger.java:384] : Result set row: 0
DEBUG 2022-09-08 19:35:27,959 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,961 [main][DelegatingBasicLogger.java:384] : Result set row: 1
DEBUG 2022-09-08 19:35:27,961 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,961 [main][DelegatingBasicLogger.java:384] : Result set row: 2
DEBUG 2022-09-08 19:35:27,961 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,961 [main][DelegatingBasicLogger.java:384] : Result set row: 3
DEBUG 2022-09-08 19:35:27,961 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,962 [main][DelegatingBasicLogger.java:384] : Result set row: 4
DEBUG 2022-09-08 19:35:27,962 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,964 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,967 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,967 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,967 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,967 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,967 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,968 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,968 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,968 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,968 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,968 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,977 [main][SqlStatementLogger.java:92] : SELECT * FROM Author
DEBUG 2022-09-08 19:35:27,979 [main][DelegatingBasicLogger.java:384] : Result set row: 0
DEBUG 2022-09-08 19:35:27,979 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,979 [main][DelegatingBasicLogger.java:384] : Result set row: 1
DEBUG 2022-09-08 19:35:27,979 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,980 [main][DelegatingBasicLogger.java:384] : Result set row: 2
DEBUG 2022-09-08 19:35:27,980 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,980 [main][DelegatingBasicLogger.java:384] : Result set row: 3
DEBUG 2022-09-08 19:35:27,980 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,980 [main][DelegatingBasicLogger.java:384] : Result set row: 4
DEBUG 2022-09-08 19:35:27,980 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,980 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,981 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#1]
DEBUG 2022-09-08 19:35:27,981 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,981 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#3]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,982 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#5]
DEBUG 2022-09-08 19:35:27,983 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,985 [main][SqlStatementLogger.java:92] : select author0_.id as id1_0_0_, author0_.name as name2_0_0_, author0_.salary as salary3_0_0_ from Author author0_ where author0_.id=?
DEBUG 2022-09-08 19:35:27,988 [main][ResultSetProcessorImpl.java:120] : Starting ResultSet row #0
DEBUG 2022-09-08 19:35:27,988 [main][EntityReferenceInitializerImpl.java:126] : On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
DEBUG 2022-09-08 19:35:27,988 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,989 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:27,989 [main][ResourceRegistryStandardImpl.java:73] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:27,989 [main][AbstractLoadPlanBasedEntityLoader.java:189] : Done entity load : org.example.models.Author#2
DEBUG 2022-09-08 19:35:27,989 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:27,991 [main][QueryTranslatorImpl.java:278] : parse() - HQL: select a from org.example.models.Author a where a.salary between :minSalary and :maxSalary
DEBUG 2022-09-08 19:35:27,992 [main][QueryTranslatorImpl.java:296] : --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[IDENT] Node: 'org'
    |  |     |  |  |  \-[IDENT] Node: 'example'
    |  |     |  |  \-[IDENT] Node: 'models'
    |  |     |  \-[IDENT] Node: 'Author'
    |  |     \-[ALIAS] Node: 'a'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'a'
    \-[WHERE] Node: 'where'
       \-[BETWEEN] Node: 'between'
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'a'
          |  \-[IDENT] Node: 'salary'
          +-[COLON] Node: ':'
          |  \-[IDENT] Node: 'minSalary'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'maxSalary'

DEBUG 2022-09-08 19:35:27,992 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,993 [main][HqlSqlBaseWalker.java:124] : select << begin [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,993 [main][FromElement.java:148] : FromClause{level=1} : org.example.models.Author (a) -> author0_
DEBUG 2022-09-08 19:35:27,993 [main][FromReferenceNode.java:60] : Resolved : a -> author0_.id
DEBUG 2022-09-08 19:35:27,994 [main][FromReferenceNode.java:60] : Resolved : a -> author0_.id
DEBUG 2022-09-08 19:35:27,994 [main][DotNode.java:661] : getDataType() : salary -> org.hibernate.type.IntegerType@ecb5d623
DEBUG 2022-09-08 19:35:27,994 [main][FromReferenceNode.java:60] : Resolved : a.salary -> author0_.salary
DEBUG 2022-09-08 19:35:27,995 [main][HqlSqlBaseWalker.java:128] : select : finishing up [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,995 [main][HqlSqlWalker.java:725] : processQuery() :  ( SELECT ( {select clause} author0_.id ) ( FromClause{level=1} Author author0_ ) ( where ( between ( author0_.salary author0_.id salary ) ? ? ) ) )
DEBUG 2022-09-08 19:35:27,995 [main][JoinProcessor.java:169] : Using FROM fragment [Author author0_]
DEBUG 2022-09-08 19:35:27,995 [main][HqlSqlBaseWalker.java:132] : select >> end [level=1, statement=select]
DEBUG 2022-09-08 19:35:27,996 [main][QueryTranslatorImpl.java:265] : --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (Author)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'author0_.id as id1_0_' {alias=a, className=org.example.models.Author, tableAlias=author0_}
    |  \-[SQL_TOKEN] SqlFragment: 'author0_.name as name2_0_, author0_.salary as salary3_0_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[a], fromElementByTableAlias=[author0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'Author author0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=a,role=null,tableName=Author,tableAlias=author0_,origin=null,columns={,className=org.example.models.Author}}
    \-[WHERE] SqlNode: 'where'
       \-[BETWEEN] BetweenOperatorNode: 'between'
          +-[DOT] DotNode: 'author0_.salary' {propertyName=salary,dereferenceType=PRIMITIVE,getPropertyPath=salary,path=a.salary,tableAlias=author0_,className=org.example.models.Author,classAlias=a}
          |  +-[ALIAS_REF] IdentNode: 'author0_.id' {alias=a, className=org.example.models.Author, tableAlias=author0_}
          |  \-[IDENT] IdentNode: 'salary' {originalText=salary}
          +-[NAMED_PARAM] ParameterNode: '?' {name=minSalary, expectedType=org.hibernate.type.IntegerType@ecb5d623}
          \-[NAMED_PARAM] ParameterNode: '?' {name=maxSalary, expectedType=org.hibernate.type.IntegerType@ecb5d623}

DEBUG 2022-09-08 19:35:27,996 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,996 [main][QueryTranslatorImpl.java:247] : HQL: select a from org.example.models.Author a where a.salary between :minSalary and :maxSalary
DEBUG 2022-09-08 19:35:27,996 [main][QueryTranslatorImpl.java:248] : SQL: select author0_.id as id1_0_, author0_.name as name2_0_, author0_.salary as salary3_0_ from Author author0_ where author0_.salary between ? and ?
DEBUG 2022-09-08 19:35:27,996 [main][ErrorCounter.java:95] : throwQueryException() : no errors
DEBUG 2022-09-08 19:35:27,998 [main][SqlStatementLogger.java:92] : select author0_.id as id1_0_, author0_.name as name2_0_, author0_.salary as salary3_0_ from Author author0_ where author0_.salary between ? and ?
DEBUG 2022-09-08 19:35:27,999 [main][DelegatingBasicLogger.java:384] : Result set row: 0
DEBUG 2022-09-08 19:35:28,000 [main][Loader.java:1527] : Result row: EntityKey[org.example.models.Author#4]
DEBUG 2022-09-08 19:35:28,000 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:28,000 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#4]
DEBUG 2022-09-08 19:35:28,000 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:28,002 [main][SqlStatementLogger.java:92] : select author0_.id as id1_0_0_, author0_.name as name2_0_0_, author0_.salary as salary3_0_0_ from Author author0_ where author0_.id=?
DEBUG 2022-09-08 19:35:28,004 [main][ResultSetProcessorImpl.java:120] : Starting ResultSet row #0
DEBUG 2022-09-08 19:35:28,004 [main][EntityReferenceInitializerImpl.java:126] : On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
DEBUG 2022-09-08 19:35:28,004 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:28,005 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:28,005 [main][ResourceRegistryStandardImpl.java:73] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:28,005 [main][AbstractLoadPlanBasedEntityLoader.java:189] : Done entity load : org.example.models.Author#2
DEBUG 2022-09-08 19:35:28,005 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:28,005 [main][TransactionImpl.java:55] : begin
DEBUG 2022-09-08 19:35:28,006 [main][TransactionImpl.java:66] : committing
DEBUG 2022-09-08 19:35:28,006 [main][AbstractFlushingEventListener.java:132] : Processing flush-time cascades
DEBUG 2022-09-08 19:35:28,006 [main][AbstractFlushingEventListener.java:174] : Dirty checking collections
DEBUG 2022-09-08 19:35:28,008 [main][Collections.java:206] : Collection found: [org.example.models.Author.books#2], was: [org.example.models.Author.books#2] (uninitialized)
DEBUG 2022-09-08 19:35:28,008 [main][AbstractFlushingEventListener.java:106] : Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
DEBUG 2022-09-08 19:35:28,008 [main][AbstractFlushingEventListener.java:113] : Flushed: 0 (re)creations, 0 updates, 0 removals to 1 collections
DEBUG 2022-09-08 19:35:28,008 [main][EntityPrinter.java:102] : Listing entities:
DEBUG 2022-09-08 19:35:28,008 [main][EntityPrinter.java:109] : org.example.models.Author{books=<uninitialized>, name=Ihor Kosolapow, id=2, salary=4237}
DEBUG 2022-09-08 19:35:28,011 [main][SqlStatementLogger.java:92] : update Author set name=? where id=?
DEBUG 2022-09-08 19:35:28,013 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:28,014 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:28,014 [main][JdbcCoordinatorImpl.java:177] : HHH000420: Closing un-released batch
DEBUG 2022-09-08 19:35:28,015 [main][SqlStatementLogger.java:92] : select author0_.id as id1_0_0_, author0_.name as name2_0_0_, author0_.salary as salary3_0_0_ from Author author0_ where author0_.id=?
DEBUG 2022-09-08 19:35:28,016 [main][ResultSetProcessorImpl.java:120] : Starting ResultSet row #0
DEBUG 2022-09-08 19:35:28,016 [main][EntityReferenceInitializerImpl.java:126] : On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
DEBUG 2022-09-08 19:35:28,016 [main][TwoPhaseLoad.java:141] : Resolving associations for [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:28,017 [main][TwoPhaseLoad.java:267] : Done materializing entity [org.example.models.Author#2]
DEBUG 2022-09-08 19:35:28,017 [main][ResourceRegistryStandardImpl.java:73] : HHH000387: ResultSet's statement was not registered
DEBUG 2022-09-08 19:35:28,017 [main][AbstractLoadPlanBasedEntityLoader.java:189] : Done entity load : org.example.models.Author#2
DEBUG 2022-09-08 19:35:28,017 [main][LogicalConnectionManagedImpl.java:154] : Initiating JDBC connection release from afterTransaction
DEBUG 2022-09-08 19:35:28,019 [main][CriteriaQueryImpl.java:307] : Rendered criteria query -> select avg(generatedAlias0.salary) from Author as generatedAlias0
DEBUG 2022-09-08 19:35:28,020 [main][QueryTranslatorImpl.java:278] : parse() - HQL: select avg(generatedAlias0.salary) from org.example.models.Author as generatedAlias0
DEBUG 2022-09-08 19:35:28,021 [main][QueryTranslatorImpl.java:296] : --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
